2026-04-21 20:09:16,798 | INFO | pipeline_start | {"start_episode": 0, "total_episodes": 400, "iteration_size": 8, "completed_iterations": 0, "socratic_model": "/home/jovyan/cs5483_24b/Tutorial1/2026/Training/runs/qwen2b-grpo/model", "socratic_adapter": null, "red_adapter": null}
2026-04-21 20:21:50,186 | INFO | judge_batch_complete | {"candidate_count": 1, "topics": ["Inheritance, MRO, and Dunder Methods"], "raw_scores": [10.0], "adjusted_scores": [10.0], "adjusted_rewards": [1.0], "task_quality": [10.0], "task_is_valid_for_socratic": [true], "hint_is_valid_for_socratic": [true], "local_tiebreak": [{"delta": 1.15, "reasons": ["grounded:function_or_class", "grounded:assertion_token", "grounded:error_token", "precise_question", "generic:1"], "grounding_hits": ["function_or_class", "assertion_token", "error_token"], "generic_hits": 1, "invented_identifiers": [], "invented_references": [], "malformed_reasons": [], "references_passed_execution": false, "severe_hint_failure": false, "execution_status": "failed", "hard_gate": {"applied": false, "reasons": [], "forced_score": null, "contains_code_output": false, "contains_direct_fix": false}}]}
2026-04-21 20:21:50,201 | INFO | episode_complete | {"episode_id": 5, "topic": "Inheritance, MRO, and Dunder Methods", "reward": 1.0, "score": 10.0, "adjusted_score": 10.0, "task_is_valid_for_socratic": true, "hint_is_valid_for_socratic": true, "curriculum_weights": {"Conditional Statements": 1.5999999999999999, "Functions and Scope": 1.0, "Recursion and Generators": 1.0, "Dictionaries and Sets": 1.6260884572681198, "Sorting and Key Functions": 1.5999999999999999, "Strings and Parsing": 1.0, "Objects and Classes": 1.0, "NumPy and Linear Algebra": 1.0, "Decorators and Closures": 1.0, "Exception Handling and Custom Exceptions": 1.5999999999999999, "Mutable State and Aliasing": 1.0, "Inheritance, MRO, and Dunder Methods": 1.5999999999999999, "Lists, Tuples, and Slicing": 1.0, "Loops and Iteration": 1.0, "Arithmetic and Type Conversion": 1.0}}
2026-04-21 20:21:50,201 | INFO | hard_example_batch_selection | {"selected_episode_ids": [5], "selected_rewards": [1.0], "batch_episode_ids": [5]}
2026-04-21 20:21:50,214 | INFO | hard_example_added | {"episode_id": 5, "topic": "Inheritance, MRO, and Dunder Methods", "reward": 1.0, "batch_bottom_fraction": 0.25}
2026-04-21 20:21:58,551 | INFO | model_loaded | {"role": "socratic_train", "model_name_or_path": "/home/jovyan/cs5483_24b/Tutorial1/2026/Training/runs/qwen2b-grpo/model", "adapter_path": null, "quantization": null, "gpu_ids": [1, 2, 3], "persistent": true, "trainable": true}
2026-04-21 20:23:27,707 | INFO | socratic_grpo_complete | {"step": 5, "model_source": "/home/jovyan/cs5483_24b/Tutorial1/2026/Training/runs/qwen2b-grpo/model", "adapter_path": "runs/19_04/checkpoints/socratic/step_000005/adapter", "episodes_used": 5}
2026-04-21 20:23:28,521 | INFO | red_update_skip | {"reason": "need_4_chosen_examples_have_3"}
2026-04-21 20:23:28,521 | INFO | iteration_updates_complete | {"iteration": 1, "step": 5, "accepted_records": 5, "socratic_adapter": "runs/19_04/checkpoints/socratic/step_000005/adapter", "red_adapter": null, "red_training_adapter": null}
2026-04-21 20:23:28,533 | INFO | curriculum_iteration_focus | {"iteration": 1, "weakest_topic": "Arithmetic and Type Conversion", "curriculum_weights": {"Conditional Statements": 1.5999999999999999, "Functions and Scope": 1.0, "Recursion and Generators": 1.0, "Dictionaries and Sets": 1.6260884572681198, "Sorting and Key Functions": 1.5999999999999999, "Strings and Parsing": 1.0, "Objects and Classes": 1.0, "NumPy and Linear Algebra": 1.0, "Decorators and Closures": 1.0, "Exception Handling and Custom Exceptions": 1.5999999999999999, "Mutable State and Aliasing": 1.0, "Inheritance, MRO, and Dunder Methods": 1.5999999999999999, "Lists, Tuples, and Slicing": 1.0, "Loops and Iteration": 1.0, "Arithmetic and Type Conversion": 1.15}, "running_topic_rewards": {"Conditional Statements": 0.6000000000000001, "Functions and Scope": 0.5, "Recursion and Generators": 0.5, "Dictionaries and Sets": 0.5826076951545868, "Sorting and Key Functions": 0.6000000000000001, "Strings and Parsing": 0.5, "Objects and Classes": 0.5, "NumPy and Linear Algebra": 0.5, "Decorators and Closures": 0.5, "Exception Handling and Custom Exceptions": 0.6000000000000001, "Mutable State and Aliasing": 0.5, "Inheritance, MRO, and Dunder Methods": 0.6000000000000001, "Lists, Tuples, and Slicing": 0.5, "Loops and Iteration": 0.5, "Arithmetic and Type Conversion": 0.5}}
2026-04-21 20:23:28,533 | INFO | iteration_complete | {"iteration": 1, "accepted_episodes": 5, "total_episodes": 5}
2026-04-21 20:23:28,561 | INFO | pipeline_stop | {"model_pool": "{\"judge_loaded\": true, \"judge_backend\": \"vllm_server\", \"socratic_loaded\": false, \"socratic_source\": null, \"socratic_adapter\": null}"}
